Word,Sub_Type,Type2,Type3
stumm(e|er|en|em) bürger(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) deutsche(n|r)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) eidgen(o|ö)ss(e|en|in|innen),schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) erwerbstätige(n|r)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) hackler(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) konsument(en|innen|in)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) lohnarbeiter(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) malocher(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) mitbürger(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) österreicher(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) schweizer(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) sterbliche(n|r)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) steuerpflichtige(n|r)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) steuerzahler(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) stimmbürger(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) urnengänger(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) verbraucher(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) wahlberechtigte(n|r)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) wähler(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) werktätige(n|r)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en) frau(en)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en) (frauen und männer(n)?|männer(n?) und frauen),schweigende mehrheit,advocative,people-centrism
stumm(e|er|en) landsfrau(en)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en) landsleute(n)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en) leute(n)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en) masse(n)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en) mehrheit,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en) wählerschaft,schweigende mehrheit,advocative,people-centrism
stumm(e|er|es|en|em) landsm(a|ä)nn(er|s|es|e|ern)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|es|en|em) m(a|ä)nn(er|s|es|e|ern)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|es|en|em) mensch(en)?,schweigende mehrheit,advocative,people-centrism
stumm(e|es|en|em) volk(s|es|e)?,schweigende mehrheit,advocative,people-centrism
stumm(e|es|en|em) wahlvolk(s|es|e)?,schweigende mehrheit,advocative,people-centrism
stummen vielen,schweigende mehrheit,advocative,people-centrism
südtiroler tradition(en)?,zzz_none,advocative,people-centrism
südtiroler werte(n)?,zzz_none,conflictive,anti-elitism
system (.* )?(auf)?bürde(t|n),diktatorische eliten,conflictive,anti-elitism
system (.* )?(auf)?hals(t|en),diktatorische eliten,conflictive,anti-elitism
system (.* )?(auf)?oktroyier(t|en),diktatorische eliten,conflictive,anti-elitism
system (.* )?(auf)?zwing(t|en),diktatorische eliten,conflictive,anti-elitism
system (.* )?(aus)?verkauf(t|en),verabscheuenswerte eliten,conflictive,anti-elitism
system (.* )?(be|an)lüg(t|en),unaufrichtige eliten,conflictive,anti-elitism
system (.* )?best(i|e)ch(t|en),korrupte eliten,conflictive,anti-elitism
system (.* )?betrüg(t|en),unaufrichtige eliten,conflictive,anti-elitism
system (.* )?br(i|e)ch(t|en),unaufrichtige eliten,conflictive,anti-elitism
system (.* )?(chuzpe|frechheit|stirn|nerv(en)?) (ha(t|ben)|besitz(t|en)|verfüg(t|en)),"abgehobene, dreiste eliten",conflictive,anti-elitism
system (.* )?diktier(t|en),diktatorische eliten,conflictive,anti-elitism
system (.* )?erdreiste(t|n),"abgehobene, dreiste eliten",conflictive,anti-elitism
system (.* )?erlaub(t|en) sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
system (.* )?gering( )?schätz(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
system (.* )?(ha(t|ben)|besitz(t|en)|verfüg(t|en)) (.* )?(chuzpe|frechheit|stirn|nerv(en)?),"abgehobene, dreiste eliten",conflictive,anti-elitism
system (.* )?(her|hin)(ab|unter)( )?(s(i)?eh(t|en)|schau(t|en)|blick(t|en)),"abgehobene, dreiste eliten",conflictive,anti-elitism
system (.* )?konspirier(t|en),konspirative eliten,conflictive,anti-elitism
system (.* )?ma(ß|ss)(t|en) sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
system (.* )?mauschel(t|en),paktierende eliten,conflictive,anti-elitism
system (.* )?missbrauch(t|en),verabscheuenswerte eliten,conflictive,anti-elitism
system (.* )?mogel(t|en),unaufrichtige eliten,conflictive,anti-elitism
system (.* )?(nimmt|nehmen) sich (.* )?heraus,"abgehobene, dreiste eliten",conflictive,anti-elitism
system (.* )?paktier(t|en),paktierende eliten,conflictive,anti-elitism
system (.* )?plünder(t|n),korrupte eliten,conflictive,anti-elitism
system (.* )?schätz(t|en) (.* )?gering,"abgehobene, dreiste eliten",conflictive,anti-elitism
system (.* )?scheu(t|en) sich (.* )?nicht,"abgehobene, dreiste eliten",conflictive,anti-elitism
system (.* )?schummel(t|en),unaufrichtige eliten,conflictive,anti-elitism
system (.* )?schwindel(t|en),unaufrichtige eliten,conflictive,anti-elitism
system sich (.* )?anma(ß|ss)(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
system sich (.* )?erlaub(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
system sich (.* )?heraus(nimmt|nehmen),"abgehobene, dreiste eliten",conflictive,anti-elitism
system sich (.* )?nicht (.* )?scheu(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
system sich (.* )?trau(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
system (.* )?(s(i)?eh(t|en)|schau(t|en)|blick(t|en)) (.* )?(her|hin)(ab|unter),"abgehobene, dreiste eliten",conflictive,anti-elitism
system(s)? ohne bodenhaftung,"abgehobene, dreiste eliten",conflictive,anti-elitism
system (.* )?trau(t|en) sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
system (.* )?tricks(t|en),unaufrichtige eliten,conflictive,anti-elitism
system (.* )?tyrranisier(t|en),diktatorische eliten,conflictive,anti-elitism
system (.* )?unterjoch(t|en),diktatorische eliten,conflictive,anti-elitism
system (.* )?verachte(t|n),"abgehobene, dreiste eliten",conflictive,anti-elitism
system (.* )?verr(ä|a)t(en)?,verabscheuenswerte eliten,conflictive,anti-elitism
system (.* )?(vor)?täusch(t|en),unaufrichtige eliten,conflictive,anti-elitism
system (.* )?wag(t|en),"abgehobene, dreiste eliten",conflictive,anti-elitism
system (.* )?zwangsbeglück(t|en),diktatorische eliten,conflictive,anti-elitism
teil des (.*)establishments,zzz_none,conflictive,anti-elitism
tempelritter(.*),zzz_none,conflictive,anti-elitism
templer(.*),zzz_none,conflictive,anti-elitism
totalitär(e|er|en) bürokratie,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en) (.*)elite(n)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) bürokrat(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) expert(e|en|in|innen),diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) fachm(a|ä)nn(er|s|es|e|ern)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) forscher(s|n|innen|in)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) gelehrte(n|r)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) gro(ß|ss)unternehme(r|rs|rn|rin|rinnen|n)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) herrschende(n|r)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) intellektuelle(n|r)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) journalismus,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) journalist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) (.*)kapitalist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) (.*)konzern(e|es|s|en)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) leistungsträger(s|n|innen|in)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) medienvertreter(s|n|innen|in)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) politiker(s|n|innen|in)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) regent(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) regierende(n|r)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) souverän(s)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) spezialist(en|in|innen)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en|em) wissenschaft(l)?er(s|n|innen|in)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en) fachfrau(en)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en) fachleute(n)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en) forschung,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en) (.*)medien,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en) multis,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en) partei,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en) parteien,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en) regierung(en)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en) wirtschaft,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|en) wissenschaft(en)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|es|en|em) konglomerat(e|es|s|en)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|er|es|en|em) politiker(s|n|innen|in)?,diktatorische eliten,conflictive,anti-elitism
totalitär(e|es|en|em) (.*)establishment(s)?,diktatorische eliten,conflictive,anti-elitism
trauen (.* )?fachleute sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trauen (.*)medien sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trauen (.* )?multis sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trauen (.* )?parteien sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trauen sich (.* )?fachleute,"abgehobene, dreiste eliten",conflictive,anti-elitism
trauen sich (.*)medien,"abgehobene, dreiste eliten",conflictive,anti-elitism
trauen sich (.* )?multis,"abgehobene, dreiste eliten",conflictive,anti-elitism
trauen sich (.* )?parteien,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?bürokrat(en|in|innen)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?bürokratie sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.*)elite(n)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.*)establishment sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?expert(e|en|in|innen) sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?fachfrau(en)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?fachm(a|ä)nn(er)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?forscher(innen|in)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?forschung sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?gelehrte(n|r)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?gro(ß|ss)unternehme(r|rin|rinnen|n)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?herrschende(n|r)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?intellektuelle(n|r)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?journalismus sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?journalist(en|in|innen)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.*)kapitalist(en|in|innen)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?konglomerat(e)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.*)konzern(e)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?leistungsträger(innen|in)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?medienvertreter(innen|in)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?partei sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?politiker(innen|in)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?regent(en|in|innen)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?regierende(n|r)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?regierung(en)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?bürokrat(en|in|innen)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?bürokratie,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.*)elite(n)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.*)establishment,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?expert(e|en|in|innen),"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?fachfrau(en)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?fachm(a|ä)nn(er)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?forscher(innen|in)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?forschung,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?gelehrte(n|r)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?gro(ß|ss)unternehme(r|rin|rinnen|n)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?herrschende(n|r)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?intellektuelle(n|r)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?journalismus,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?journalist(en|in|innen)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.*)kapitalist(en|in|innen)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?konglomerat(e)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.*)konzern(e)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?leistungsträger(innen|in)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?medienvertreter(innen|in)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.*)partei(en)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?politiker(innen|in)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?regent(en|in|innen)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?regierende(n|r)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?regierung(en)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?souverän,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?spezialist(en|in|innen)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?system,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?wirtschaft,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?wissenschaft(en)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) sich (.* )?wissenschaft(l)?er(innen|in)?,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?souverän sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?spezialist(en|in|innen)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?system sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?wirtschaft sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?wissenschaft(en)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
trau(t|en) (.* )?wissenschaft(l)?er(innen|in)? sich,"abgehobene, dreiste eliten",conflictive,anti-elitism
treu(e|er|en) allgemeinheit,ehrliche menschen,advocative,people-centrism
treu(e|er|en) arbeiterschaft,ehrliche menschen,advocative,people-centrism
treu(e|er|en) bevölkerung,ehrliche menschen,advocative,people-centrism
treu(e|er|en|em) angestellte(n|r)?,ehrliche menschen,advocative,people-centrism
treu(e|er|en|em) arbeiter(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
treu(e|er|en|em) arbeitnehmer(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
treu(e|er|en|em) (be|ein)wohner(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
treu(e|er|en|em) berufstätige(n|r)?,ehrliche menschen,advocative,people-centrism
treu(e|er|en|em) beschäftigte(n|r)?,ehrliche menschen,advocative,people-centrism
treu(e|er|en|em) büezer(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
treu(e|er|en|em) bürger(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
treu(e|er|en|em) deutsche(n|r)?,ehrliche menschen,advocative,people-centrism
treu(e|er|en|em) eidgen(o|ö)ss(e|en|in|innen),ehrliche menschen,advocative,people-centrism
treu(e|er|en|em) erwerbstätige(n|r)?,ehrliche menschen,advocative,people-centrism
treu(e|er|en|em) hackler(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism
