Word,Sub_Type,Type2,Type3,fear citizens  
wahlvolk sich (.* )?(wehr|widersetz|verteidig)(t|en),menschen wehren sich,advocative,people-centrism,voting public resists  
wahlvolk (.* )?versteh(t|en),common sense,advocative,people-centrism,voting public understands
wahlvolk (wehr|widersetz|verteidig)(t|en) sich,menschen wehren sich,advocative,people-centrism,electorate defends itself  
wahlvolk (.* )?wei(ß|ss),common sense,advocative,people-centrism,electorate knows  
wahlvolk (.* )?(will|(ein)?fordert|möchte|mag|verlangt|beansprucht|wünscht),volkswille,advocative,sovereignty,electorate demands  
wahlvolk (will|kann|möchte(n)?|wollen|können) (.* )?nicht (.* )?(länger|mehr) (hören|sehen),menschen reicht es,advocative,people-centrism,electorate does not want to hear anymore  
wahlvolk (.* )?wissen,common sense,advocative,people-centrism,electorate wants to know
wahlvolk (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen),volkswille,advocative,sovereignty,electorate demands  
wahlvolk (.* )?zur wehr setz(t|en),menschen wehren sich,advocative,people-centrism,electorate defends  
wahlvolk (.* )?zwangsbeglück(t|en),den menschen aufzwingen,conflictive,anti-elitism,electorate imposes happiness  
wegelagerer(.*),zzz_none,conflictive,anti-elitism,highwayman  
(wehr|widersetz|verteidig)(t|en) sich (.* )?allgemeinheit,menschen wehren sich,advocative,people-centrism,defends against the public  
(wehr|widersetz|verteidig)(t|en) sich (.* )?angestellte(n|r)?,menschen wehren sich,advocative,people-centrism,employees defend themselves  
(wehr|widersetz|verteidig)(t|en) sich (.* )?arbeiter(innen|in)?,menschen wehren sich,advocative,people-centrism,workers defend themselves  
(wehr|widersetz|verteidig)(t|en) sich (.* )?arbeiterschaft,menschen wehren sich,advocative,people-centrism,working class defends itself  
(wehr|widersetz|verteidig)(t|en) sich (.* )?arbeitnehmer(innen|in)?,menschen wehren sich,advocative,people-centrism,employees defend themselves  
(wehr|widersetz|verteidig)(t|en) sich (.* )?(be|ein)wohner(innen|in)?,menschen wehren sich,advocative,people-centrism,residents defend themselves
(wehr|widersetz|verteidig)(t|en) sich (.* )?berufstätige(n|r)?,menschen wehren sich,advocative,people-centrism,resist working people  
(wehr|widersetz|verteidig)(t|en) sich (.* )?bevölkerung,menschen wehren sich,advocative,people-centrism,resist the population  
(wehr|widersetz|verteidig)(t|en) sich (.* )?büezer(innen|in)?,menschen wehren sich,advocative,people-centrism,resist workers  
(wehr|widersetz|verteidig)(t|en) sich (.* )?bürger(innen|in)?,menschen wehren sich,advocative,people-centrism,resist the citizens  
(wehr|widersetz|verteidig)(t|en) sich (.* )?deutsche(n|r)?,menschen wehren sich,advocative,people-centrism,resist Germans  
(wehr|widersetz|verteidig)(t|en) sich (.* )?eidgen(o|ö)ss(e|en|in|innen),menschen wehren sich,advocative,people-centrism,defend against Swiss citizens  
(wehr|widersetz|verteidig)(t|en) sich (.* )?erwerbstätige(n|r)?,menschen wehren sich,advocative,people-centrism,defend against employed persons  
(wehr|widersetz|verteidig)(t|en) sich (.* )?frau(en)?,menschen wehren sich,advocative,people-centrism,defend against women  
(wehr|widersetz|verteidig)(t|en) sich (.* )?(frauen und männer|männer und frauen),menschen wehren sich,advocative,people-centrism,defend against women and men  
(wehr|widersetz|verteidig)(t|en) sich (.* )?hackler(innen|in)?,menschen wehren sich,advocative,people-centrism,defend against women hackers  
(wehr|widersetz|verteidig)(t|en) sich (.* )?konsument(innen|in)?,menschen wehren sich,advocative,people-centrism,consumers defend themselves  
(wehr|widersetz|verteidig)(t|en) sich (.* )?landsfrau(en)?,menschen wehren sich,advocative,people-centrism,countrywomen defend themselves  
(wehr|widersetz|verteidig)(t|en) sich (.* )?landsleute,menschen wehren sich,advocative,people-centrism,country people defend themselves  
(wehr|widersetz|verteidig)(t|en) sich (.* )?landsm(a|ä)nn(er)?,menschen wehren sich,advocative,people-centrism,countrymen defend themselves  
(wehr|widersetz|verteidig)(t|en) sich (.* )?leute,menschen wehren sich,advocative,people-centrism,people defend themselves
(wehr|widersetz|verteidig)(t|en) sich (.* )?lohnarbeiter(innen|in)?,menschen wehren sich,advocative,people-centrism,defend themselves wage workers  
(wehr|widersetz|verteidig)(t|en) sich (.* )?m(a|ä)nn(er)?,menschen wehren sich,advocative,people-centrism,defend themselves men  
(wehr|widersetz|verteidig)(t|en) sich (.* )?malocher(innen|in)?,menschen wehren sich,advocative,people-centrism,defend themselves manual workers  
(wehr|widersetz|verteidig)(t|en) sich (.* )?masse(n)?,menschen wehren sich,advocative,people-centrism,defend themselves masses  
(wehr|widersetz|verteidig)(t|en) sich (.* )?mehrheit,menschen wehren sich,advocative,people-centrism,defend themselves majority
(wehr|widersetz|verteidig)(t|en) sich (.* )?mensch(en)?,menschen wehren sich,advocative,people-centrism,resist against people  
(wehr|widersetz|verteidig)(t|en) sich (.* )?mitbürger(innen|in)?,menschen wehren sich,advocative,people-centrism,resist against citizens  
(wehr|widersetz|verteidig)(t|en) sich (.* )?österreicher(innen|in)?,menschen wehren sich,advocative,people-centrism,resist against Austrians  
(wehr|widersetz|verteidig)(t|en) sich (.* )?schweizer(innen|in)?,menschen wehren sich,advocative,people-centrism,resist against Swiss  
(wehr|widersetz|verteidig)(t|en) sich (.* )?sterbliche(n|r)?,menschen wehren sich,advocative,people-centrism,resist against mortals  
(wehr|widersetz|verteidig)(t|en) sich (.* )?steuerpflichtige(n|r)?,menschen wehren sich,advocative,people-centrism,defend against taxpayers  
(wehr|widersetz|verteidig)(t|en) sich (.* )?steuerzahler(innen|in)?,menschen wehren sich,advocative,people-centrism,defend against tax payers  
(wehr|widersetz|verteidig)(t|en) sich (.* )?stimmbürger(innen|in)?,menschen wehren sich,advocative,people-centrism,defend against voters  
(wehr|widersetz|verteidig)(t|en) sich (.* )?urnengänger(innen|in)?,menschen wehren sich,advocative,people-centrism,defend against ballot goers  
(wehr|widersetz|verteidig)(t|en) sich (.* )?verbraucher(innen|in)?,menschen wehren sich,advocative,people-centrism,defend against consumers  
(wehr|widersetz|verteidig)(t|en) sich (.* )?vielen,menschen wehren sich,advocative,people-centrism,resist many  
(wehr|widersetz|verteidig)(t|en) sich (.* )?volk,menschen wehren sich,advocative,people-centrism,resist people  
(wehr|widersetz|verteidig)(t|en) sich (.* )?wahlberechtigte(n|r)?,menschen wehren sich,advocative,people-centrism,resist voters  
(wehr|widersetz|verteidig)(t|en) sich (.* )?wähler(innen|in)?,menschen wehren sich,advocative,people-centrism,resist voters (female)  
(wehr|widersetz|verteidig)(t|en) sich (.* )?wählerschaft,menschen wehren sich,advocative,people-centrism,resist electorate
(wehr|widersetz|verteidig)(t|en) sich (.* )?wahlvolk,menschen wehren sich,advocative,people-centrism,defend against electorate  
(wehr|widersetz|verteidig)(t|en) sich (.* )?werktätige(n|r)?,menschen wehren sich,advocative,people-centrism,resist against workers  
wei(ß|ss) (.* )?allgemeinheit,common sense,advocative,people-centrism,know general public  
wei(ß|ss) (.* )?angestellte(n|r)?,common sense,advocative,people-centrism,know employees  
wei(ß|ss) (.* )?arbeiterschaft,common sense,advocative,people-centrism,know working class
wei(ß|ss) (.* )?berufstätige(n|r)?,common sense,advocative,people-centrism,white employees  
wei(ß|ss) (.* )?beschäftigte(n|r)?,common sense,advocative,people-centrism,white workers  
wei(ß|ss) (.* )?büezer(innen|in)?,common sense,advocative,people-centrism,white blue-collar workers  
wei(ß|ss) (.* )?eidgen(o|ö)ss(e|en|in|innen),common sense,advocative,people-centrism,white federal citizens  
wei(ß|ss) (.* )?erwerbstätige(n|r)?,common sense,advocative,people-centrism,white gainfully employed
wei(ß|ss) (.* )?(frauen und männer|männer und frauen),common sense,advocative,people-centrism,white women and men  
wei(ß|ss) (.* )?hackler(innen|in)?,common sense,advocative,people-centrism,white workers  
wei(ß|ss) (.* )?konsument(innen|in)?,common sense,advocative,people-centrism,white consumers  
wei(ß|ss) (.* )?landsfrau(en)?,common sense,advocative,people-centrism,white countrywomen  
wei(ß|ss) (.* )?landsleute,common sense,advocative,people-centrism,white locals  
wei(ß|ss) (.* )?landsm(a|ä)nn(er)?,common sense,advocative,people-centrism,white countryman  
wei(ß|ss) (.* )?lohnarbeiter(innen|in)?,common sense,advocative,people-centrism,white wage workers  
wei(ß|ss) (.* )?m(a|ä)nn(er)?,common sense,advocative,people-centrism,white men  
wei(ß|ss) (.* )?malocher(innen|in)?,common sense,advocative,people-centrism,white workers  
wei(ß|ss) (.* )?mitbürger(innen|in)?,common sense,advocative,people-centrism,white fellow citizens  
wei(ß|ss) (.* )?sterbliche(n|r)?,common sense,advocative,people-centrism,white mortal  
wei(ß|ss) (.* )?steuerpflichtige(n|r)?,common sense,advocative,people-centrism,white taxable  
wei(ß|ss) (.* )?stimmbürger(innen|in)?,common sense,advocative,people-centrism,white voters  
wei(ß|ss) (.* )?urnengänger(innen|in)?,common sense,advocative,people-centrism,white ballot participants  
wei(ß|ss) (.* )?verbraucher(innen|in)?,common sense,advocative,people-centrism,white consumers
wei(ß|ss) (.* )?volk,common sense,advocative,people-centrism,white people  
wei(ß|ss) (.* )?wahlberechtigte(n|r)?,common sense,advocative,people-centrism,white voters  
wei(ß|ss) (.* )?wählerschaft,common sense,advocative,people-centrism,white electorate  
wei(ß|ss) (.* )?wahlvolk,common sense,advocative,people-centrism,white electorate  
wei(ß|ss) (.* )?werktätige(n|r)?,common sense,advocative,people-centrism,white workers
(wei(ß|ss)|wissen) (.* )?arbeitnehmer(innen|in)?,common sense,advocative,people-centrism,know employees  
(wei(ß|ss)|wissen) (.* )?(be|ein)wohner(innen|in)?,common sense,advocative,people-centrism,know residents  
(wei(ß|ss)|wissen) (.* )?berufstätige(n|r)?,common sense,advocative,people-centrism,know workers  
(wei(ß|ss)|wissen) (.* )?masse(n)?,common sense,advocative,people-centrism,know masses  
(wei(ß|ss)|wissen) (.* )?österreicher(innen|in)?,common sense,advocative,people-centrism,know Austrians  
(wei(ß|ss)|wissen) (.* )?steuerzahler(innen|in)?,common sense,advocative,people-centrism,taxpayers  
(wei(ß|ss)|wissen) (.* )?wahlberechtigte(n|r)?,common sense,advocative,people-centrism,voters  
wenige auserwählte,zzz_none,conflictive,anti-elitism,few chosen  
wenige(r|n)? auserkorene(r|n)?,zzz_none,conflictive,anti-elitism,few selected  
wenige(r|n)? auserwählte(r|n)?,zzz_none,conflictive,anti-elitism,few chosen ones  
wenig volksnah,zzz_none,advocative,people-centrism,little people-oriented  
werktätig(e|er|en) allgemeinheit,arbeitende menschen,advocative,people-centrism,working public  
werktätig(e|er|en) arbeiterschaft,arbeitende menschen,advocative,people-centrism,working working class  
werktätig(e|er|en) bevölkerung,arbeitende menschen,advocative,people-centrism,working population  
werktätig(e|er|en|em) angestellte(n|r)?,arbeitende menschen,advocative,people-centrism,working employees
werktätig(e|er|en|em) arbeiter(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism,working workers  
werktätig(e|er|en|em) arbeitnehmer(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism,working employees  
werktätig(e|er|en|em) (be|ein)wohner(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism,working inhabitants  
werktätig(e|er|en|em) berufstätige(n|r)?,arbeitende menschen,advocative,people-centrism,working professionals  
werktätig(e|er|en|em) beschäftigte(n|r)?,arbeitende menschen,advocative,people-centrism,working staff  
werktätig(e|er|en|em) büezer(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism,working worker(s)  
werktätig(e|er|en|em) bürger(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism,working citizen(s)  
werktätig(e|er|en|em) deutsche(n|r)?,arbeitende menschen,advocative,people-centrism,working German(s)  
werktätig(e|er|en|em) eidgen(o|ö)ss(e|en|in|innen),arbeitende menschen,advocative,people-centrism,working Swiss(ess)  
werktätig(e|er|en|em) erwerbstätige(n|r)?,arbeitende menschen,advocative,people-centrism,working employee(s)
werktätig(e|er|en|em) hackler(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism,working hackers  
werktätig(e|er|en|em) konsument(en|innen|in)?,arbeitende menschen,advocative,people-centrism,working consumers  
werktätig(e|er|en|em) lohnarbeiter(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism,working wage workers  
werktätig(e|er|en|em) malocher(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism,working laborers  
werktätig(e|er|en|em) mitbürger(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism,working fellow citizens  
werktätig(e|er|en|em) österreicher(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism,working Austrians  
werktätig(e|er|en|em) schweizer(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism,working Swiss  
werktätig(e|er|en|em) sterbliche(n|r)?,arbeitende menschen,advocative,people-centrism,working mortals  
werktätig(e|er|en|em) steuerpflichtige(n|r)?,arbeitende menschen,advocative,people-centrism,working taxpayers  
werktätig(e|er|en|em) steuerzahler(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism,working tax payers  
werktätig(e|er|en|em) stimmbürger(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism,working citizens  
werktätig(e|er|en|em) urnengänger(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism,working voters  
werktätig(e|er|en|em) verbraucher(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism,working consumers  
werktätig(e|er|en|em) wahlberechtigte(n|r)?,arbeitende menschen,advocative,people-centrism,working eligible voters  
werktätig(e|er|en|em) wähler(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism,working electors  
werktätig(e|er|en|em) werktätige(n|r)?,arbeitende menschen,advocative,people-centrism,working people  
werktätig(e|er|en) frau(en)?,arbeitende menschen,advocative,people-centrism,working women  
werktätig(e|er|en) (frauen und männer(n)?|männer(n?) und frauen),arbeitende menschen,advocative,people-centrism,working women and men  
werktätig(e|er|en) landsfrau(en)?,arbeitende menschen,advocative,people-centrism,working local women  
werktätig(e|er|en) landsleute(n)?,arbeitende menschen,advocative,people-centrism,working locals  
werktätig(e|er|en) leute(n)?,arbeitende menschen,advocative,people-centrism,active workers  
werktätig(e|er|en) masse(n)?,arbeitende menschen,advocative,people-centrism,active masses  
werktätig(e|er|en) mehrheit,arbeitende menschen,advocative,people-centrism,active majority  
werktätig(e|er|en) wählerschaft,arbeitende menschen,advocative,people-centrism,active electorate  
werktätig(e|er|es|en|em) landsm(a|ä)nn(er|s|es|e|ern)?,arbeitende menschen,advocative,people-centrism,active citizens
werktätig(e|er|es|en|em) m(a|ä)nn(er|s|es|e|ern)?,arbeitende menschen,advocative,people-centrism,working men  
werktätig(e|er|es|en|em) mensch(en)?,arbeitende menschen,advocative,people-centrism,working people  
werktätig(e|es|en|em) volk(s|es|e)?,arbeitende menschen,advocative,people-centrism,working nation  
werktätig(e|es|en|em) wahlvolk(s|es|e)?,arbeitende menschen,advocative,people-centrism,working electorate  
werktätigen (.* )?aufbürde(t|n),den menschen aufzwingen,conflictive,anti-elitism,burdening (.* )?working
werktätigen (.* )?auferleg(t|en),den menschen aufzwingen,conflictive,anti-elitism,imposing on workers  
werktätigen (.* )?aufhals(t|en),den menschen aufzwingen,conflictive,anti-elitism,conscripting workers  
werktätigen (.* )?aufnötig(t|en),den menschen aufzwingen,conflictive,anti-elitism,forcing workers  
werktätigen (.* )?(auf)?oktroyier(t|en),den menschen aufzwingen,conflictive,anti-elitism,dictating to workers  
werktätigen (.* )?aufzwing(t|en),den menschen aufzwingen,conflictive,anti-elitism,enforcing on workers
werktätigen (.* )?bis (hier|da)(hin)? steh(t|en),menschen reicht es,advocative,people-centrism,working until here  
werktätigen (.* )?diktier(t|en),den menschen aufzwingen,conflictive,anti-elitism,working dictates  
werktätigen häng(t|en) (.* )?zum hals(e)? (her|hin)aus,menschen reicht es,advocative,people-centrism,working hang out  
werktätigen (ist|sind|wird|werden|war|waren) (.* )?zu (bunt|blöd|dumm),menschen reicht es,advocative,people-centrism,working is too colorful  
werktätigen (langt|reicht) (es|das|dies),menschen reicht es,advocative,people-centrism,working is enough
werktätige(n|r)?,volksbezug,advocative,people-centrism,working person  
werktätige(n|r)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat),menschen reicht es,advocative,people-centrism,working person has the nose  
